"","Ailuropoda_melanoleuca","Bison_bison","Bos_taurus","Colobus_angolensis_palliatus","Cercocebus_atys","Castor_canadensis","Cebus_capucinus_imitator","Canis_familiaris","Capra_hircus","Callithrix_jacchus","Chinchilla_lanigera","Cavia_porcellus","Chlorocebus_sabaeus","Carlito_syrichta","Dasypus_novemcinctus","Dipodomys_ordii","Equus_asinus_asinus","Equus_caballus","Felis_catus","Gorilla_gorilla","Homo_sapiens","Ictidomys_tridecemlineatus","Jaculus_jaculus","Loxodonta_africana","Mesocricetus_auratus","Mus_caroli","Monodelphis_domestica","Macaca_fascicularis","Myotis_lucifugus","Marmota","Macaca_mulatta","Microcebus_murinus","Mus_musculus","Macaca_nemestrina","Microtus_ochrogaster","Mustela_putorius_furo","Meriones_unguiculatus","Nomascus_leucogenys","Neovison_vison","Ovis_aries","Oryctolagus_cuniculus","Octodon_degus","Otolemur_garnettii","Pongo_abelii","Papio_anubis","Phascolarctos_cinereus","Peromyscus_maniculatus_bairdii","Pan_paniscus","Panthera_pardus","Panthera_tigris_altaica","Pan_troglodytes","Pteropus_vampyrus","Rattus_norvegicus","Saimiri_boliviensis_boliviensis","Sarcophilus_harrisii","Sus_scrofa","Tursiops_truncatus","Ursus_americanus","Ursus_maritimus","Vombatus_ursinus","Vulpes_vulpes"
"PTHR10071_SF149",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"PTHR10071_SF150",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
"PTHR10071_SF23",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,2,1
"PTHR10072_SF26",1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,0,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR10072_SF41",1,3,2,4,2,1,1,1,1,3,2,3,1,2,2,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,4,2,2,1,1,1,4,1,2,1,5,1,2,4,1,3,3,1,1,4,1,1,3,1,2,1,1,0,1,1
"PTHR10073_SF38",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10073_SF9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1
"PTHR10075_SF12",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10075_SF4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10077",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR10078",6,9,9,8,8,8,8,7,8,7,8,13,8,7,5,6,8,10,5,9,8,9,5,7,5,7,9,8,8,7,8,7,7,8,7,6,8,6,6,9,6,5,8,8,8,9,7,6,6,6,6,6,7,8,6,9,5,6,6,8,7
"PTHR10082",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,9,9,9,10,9,9,9,9,10,8,9,9,8,9,9,10,9,10,9,10,9,9,9,9,9,9,9,9,9,10,9,8,9,10,9,8,9,8,9,9,8,9,10,10
"PTHR10083_SF169",2,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"PTHR10083_SF174",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR10083_SF177",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
"PTHR10083_SF204",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"PTHR10083_SF89",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10093_SF3",1,3,2,1,1,1,1,2,1,4,1,1,1,2,2,1,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,3
"PTHR10098_SF100",2,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10098_SF36",1,0,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,0,1,1,1,2,1,2,1,1,1,1,1,0,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10098_SF99",1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,1,1,1,1,7,1,1,1,1,1,1,1,0,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1
"PTHR10102",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,2,1,0,2,1,1,1,1,1,1,1,0,1,1
"PTHR10104",5,7,7,5,5,5,6,5,7,8,6,6,5,8,7,7,5,5,6,5,5,6,5,6,5,5,5,5,5,7,5,5,5,5,5,6,6,5,5,6,5,11,5,4,5,6,6,5,5,5,6,4,5,5,4,5,4,4,5,8,5
"PTHR10105",1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,2,0,1,0,0,1,1,1,0,2,1,1,1,1,2,1
"PTHR10106",3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"PTHR10108_SF734",2,2,3,0,1,1,1,1,2,3,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,4,0,1,2,3,1,1,4,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1
"PTHR10110_SF61",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR10110_SF87",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"PTHR10110_SF94",2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2
"PTHR10113",1,1,1,3,3,1,3,2,2,2,2,1,0,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1
"PTHR10114_SF1",1,3,5,4,5,3,10,2,3,2,5,2,1,3,2,1,2,1,2,3,1,2,3,1,3,2,2,5,2,0,2,2,2,4,8,3,2,3,1,3,4,31,4,3,6,3,3,2,2,3,5,1,12,6,1,1,1,2,2,1,3
"PTHR10117",7,6,7,7,7,6,7,7,8,7,7,7,5,7,8,7,8,7,7,7,6,7,7,7,6,8,7,7,6,7,6,7,8,7,6,8,7,7,7,7,7,7,7,9,7,7,7,6,7,7,6,8,7,7,7,7,7,6,7,7,7
"PTHR10119_SF17",1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1
"PTHR10121",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"PTHR10122_SF0",2,2,2,1,2,1,1,3,1,1,1,1,2,4,3,1,1,1,1,1,1,2,2,1,1,2,1,3,2,3,1,1,2,2,2,1,1,2,2,1,1,2,1,1,3,3,1,1,3,1,2,1,2,1,1,2,1,2,2,4,2
"PTHR10125",8,6,7,7,7,7,8,7,7,7,7,7,7,7,6,4,9,8,9,7,8,7,6,7,6,7,8,7,7,6,7,7,7,7,7,7,7,8,7,7,7,7,6,7,7,8,7,7,7,7,8,7,7,7,7,7,7,7,8,8,8
"PTHR10126_SF13",1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"PTHR10127_SF304",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR10127_SF305",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"PTHR10127_SF312",2,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,3,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,3,2,2,0,1,3,2
"PTHR10127_SF317",1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10127_SF4",5,2,1,1,1,1,1,1,2,1,1,1,1,1,2,0,1,1,1,1,2,1,0,3,1,1,0,1,5,1,1,1,1,1,1,2,1,1,1,5,1,0,2,1,1,1,1,1,1,1,1,1,0,1,3,1,1,0,1,2,2
"PTHR10127_SF405",1,1,1,1,1,1,2,1,3,1,1,1,1,3,3,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2
"PTHR10127_SF50",2,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1
"PTHR10127_SF560",2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,3,1,1,1,2,1,2,2,2,1,1,1,2,2,1,3,1,1,1,1,3,2,1,1,1,1,1,1,1,1,0,1,1,1,3,2,1,1
"PTHR10127_SF561",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1
"PTHR10127_SF565",2,1,2,1,1,3,1,1,3,1,1,4,2,2,3,1,3,1,1,1,1,4,3,2,4,1,3,1,2,1,1,1,1,1,3,2,3,1,1,1,1,3,2,1,1,3,1,1,2,2,1,1,1,1,2,1,1,3,2,3,3
"PTHR10127_SF593",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1
"PTHR10127_SF597",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"PTHR10127_SF615",2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR10129_SF26",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,0,1,0,1,1
"PTHR10129_SF5",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"PTHR10130_SF2",1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,3,1,1,0,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1
"PTHR10131_SF21",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10131_SF66",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR10132",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR10133",1,1,1,1,1,1,1,2,0,1,1,1,1,0,1,2,1,1,0,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1
"PTHR10134",1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,0,1,2,1,1,2,1,0,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,0,1,1,1,1,1,1,1,1,1
"PTHR10136",1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,1,1,4,2,2,4,2,2,2,1,2,0,2,0,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,0,1,2,1,2
"PTHR10137",2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,3,2
"PTHR10139",1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR10146",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10151_SF63",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
"PTHR10153",4,5,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,5,4,5,4
"PTHR10155_SF1",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10157",3,4,4,2,2,2,2,3,3,3,3,2,3,2,3,3,3,3,3,2,2,3,3,3,2,3,4,2,2,3,2,3,3,2,3,3,3,2,3,3,3,3,3,2,2,3,3,2,3,3,2,3,3,2,4,3,3,3,3,4,3
"PTHR10159_SF108",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1
"PTHR10159_SF111",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1
"PTHR10159_SF113",1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,0,2,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,3,1,3,1,1,1,1,2,1
"PTHR10159_SF138",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10159_SF25",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10159_SF29",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1
"PTHR10159_SF292",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR10159_SF299",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR10159_SF305",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,4,0,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"PTHR10159_SF316",1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,2,1,0,1,1,0,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,0,1,1,1,1
"PTHR10159_SF44",1,0,1,1,1,0,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1
"PTHR10159_SF45",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"PTHR10164",2,2,2,2,2,1,2,2,2,3,2,2,2,2,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2
"PTHR10165_SF14",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,0,1,0
"PTHR10165_SF25",2,1,1,1,1,4,7,1,1,2,1,1,1,0,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
"PTHR10165_SF87",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10165_SF90",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10166_SF26",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10166_SF6",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2
"PTHR10166_SF7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"PTHR10173_SF11",1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,2,1,1,1,3,0,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1
"PTHR10173_SF18",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10173_SF6",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR10174_SF72",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR10176",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR10177_SF14",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"PTHR10177_SF184",1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,0,2,1,1,1,1,1,1,1
"PTHR10177_SF187",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10177_SF193",2,2,2,2,1,1,2,5,3,2,1,2,1,2,4,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,4,3,1,6,5,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,4
"PTHR10177_SF22",1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR10177_SF59",1,3,2,1,1,1,3,1,1,1,5,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3
"PTHR10177_SF60",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10177_SF62",1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
"PTHR10177_SF63",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
